zcta,pop_estimate,black,blackz,poverty,povertyz,boro,arrests,pop_estimate_2010,blackz_2010,povertyz_2010,weighted_median_non_home_dwell_time,weighted_median_non_home_dwell_timez,complaintsSD,complaintsSD_rate,complaintsSD_rate_2010,complaintsSD_ratez,complaintsSD_ratez_2010,summons,sqf,sqfrate,sqfratez
11215,70156,4.61,-0.6892985373080384,7.12,-0.9252935805198143,Brooklyn,17,63488,-0.6909144539992873,-0.9997447370441906,27.08271274,-0.03337058813138573,415,591.5388562631849,0.006536668346774193,0.11539535700699352,0.19874782710813466,0,2959,4660.723286290323,-0.5039839462226752
11216,56308,56.98,1.4201535183782328,16.11,0.16900355071256676,Brooklyn,93,54316,1.9118985597825777,0.3455289564864676,11.14166375,-0.4459084510356864,436,774.3127086737231,0.008027100670152441,0.6414969115591499,0.5941861718646874,6,7229,13309.15384048899,0.9181301018406598
11217,41407,19.71,-0.08107386591482277,14.12,-0.07322684874821617,Brooklyn,17,35881,-0.10246049002857881,-0.37248306478109555,NA,NA,265,639.9884077571425,0.007385524372230428,0.2548539503569478,0.4239645084547938,0,4555,12694.740949248906,0.8170984524023075
11218,74508,8.07,-0.5499305000219108,15.18,0.05580039920576875,Brooklyn,10,75220,-0.559659234079241,0.40909595589220354,6.40095807,-0.5685930115757315,442,593.2248886025662,0.00587609678277054,0.12024848136299453,0.023486379965888513,0,1620,2153.682531241691,-0.9162319089574951
11219,90036,1.03,-0.8335001481416615,29.31,1.7757579591961516,Brooklyn,9,92221,-0.8320979686228129,1.7406813402608219,46.98365193,0.48164513814743065,592,657.5147718690301,0.0064193621843181056,0.305302344825322,0.1676244047401629,0,1771,1920.3868966938114,-0.9545941293815602
11220,95643,2.57,-0.7714692876154661,25.75,1.3424211641808819,Brooklyn,91,99598,-0.7827152073901675,1.3405830806578414,7.172033774,-0.5486383697409855,441,461.08967723722594,0.004427799755015161,-0.2600933410232757,-0.3607727174705518,4,4844,4863.551476937288,-0.4706316729454987
11221,83835,49,1.0987208774697654,20.36,0.6863297807167513,Brooklyn,45,78895,1.3289133653722105,0.8490716676392667,13.32130173,-0.38950167412042097,520,620.2659986878988,0.006591038722352494,0.19808439643007333,0.21317325990721855,7,11276,14292.41396793206,1.079813546180567
11222,36492,4.36,-0.6993684821986546,9.27,-0.6635873700471091,Brooklyn,23,36934,-0.7631377397327503,-0.564425393660139,28.87701648,0.013064137134507445,475,1301.6551572947496,0.0128607786863053,2.159414700902997,1.8766473771216645,5,900,2436.7791195104783,-0.8696806147529771
11223,81789,4.75,-0.6836593681692933,16.59,0.22743098374833354,Brooklyn,40,78731,-0.7109357195985083,0.10717604273834436,11.18951955,-0.44466999242032423,336,410.8131900377801,0.004267696333083538,-0.4048106390623742,-0.4032510180048551,1,3644,4628.418285046551,-0.5092960541020831
11224,46707,22.47,0.030098325677579463,22.42,0.9370808474952504,Brooklyn,43,47621,-0.03451055649683129,1.1256601846960699,17.12759552,-0.29099872699959223,196,419.63731346479113,0.004115831250918712,-0.3794110264192971,-0.4435435396951109,5,5162,10839.755570021629,0.5120719218405863
11225,58882,63.88,1.698083997359239,16.42,0.20673793454816639,Brooklyn,33,56829,1.9669385352115192,0.31787026231005916,14.09792164,-0.3694035539677691,584,991.8141367480724,0.010276443365183269,1.2675593264947758,1.1909770077592865,1,2941,5175.174646747259,-0.41938957939898364
11226,100277,68.23,1.87330103845596,14.85,0.015631538993679115,Brooklyn,74,101572,2.020449670394444,0.1822792060858581,7.911606912,-0.5294989817368873,686,684.1050290694775,0.006753829795612964,0.3818405118803949,0.25636464239505374,2,12296,12105.698420824638,0.7202386060603355
11228,44994,1.16,-0.8282637767985412,12.62,-0.2558125769849872,Brooklyn,11,41788,-0.8415142812157318,-0.6380842104967765,8.12998516,-0.5238475785079517,204,453.3937858381117,0.004881784244280655,-0.28224541789499535,-0.24032251509344205,5,654,1565.042595960563,-1.0130255544597973
